,li_group,head_age,nu18,n1864,n65,nu18smooth,n1864smooth,n65smooth
26,"(0.0, 0.25]",46.0,0.8961038961038961,0.974025974025974,0.0,0.9019401957515006,1.9920315394985464,0.0017609108981604987
27,"(0.0, 0.25]",47.0,0.8352941176470589,0.9411764705882355,0.0,0.8398207980931509,1.9963844774248298,0.0021387568318917247
28,"(0.0, 0.25]",48.0,0.8125,1.0104166666666665,0.0,0.7798200278321311,1.9989712423098476,0.0025136919717245296
29,"(0.0, 0.25]",49.0,0.5585585585585585,0.9279279279279282,0.018018018018018014,0.7224652020537876,1.99950827893122,0.0029308622063880315
30,"(0.0, 0.25]",50.0,0.5604395604395604,1.0329670329670333,0.0,0.6678086107988263,1.9978723774778477,0.003418150137583968
31,"(0.0, 0.25]",51.0,0.4941176470588236,0.9882352941176471,0.0,0.6160195464047021,1.9939985432901688,0.003972118233904823
32,"(0.0, 0.25]",52.0,0.4222222222222222,0.9888888888888892,0.011111111111111113,0.5672245439659593,1.9880108890310446,0.004583361457332871
33,"(0.0, 0.25]",53.0,0.42857142857142855,0.9404761904761905,0.011904761904761904,0.5214202040219676,1.9801471079329325,0.0052434104404054105
34,"(0.0, 0.25]",54.0,0.5070422535211268,1.084507042253521,0.0,0.47856150769473865,1.9702764131827477,0.005932372267767563
35,"(0.0, 0.25]",55.0,0.3522727272727273,1.0454545454545454,0.03409090909090909,0.4388602839503656,1.958353873908267,0.006652868416982775
36,"(0.0, 0.25]",56.0,0.2972972972972973,0.9729729729729732,0.0,0.4024546193087821,1.9440727231762231,0.007813792186024253
37,"(0.0, 0.25]",57.0,0.4150943396226415,0.9528301886792447,0.009433962264150943,0.36954956996331395,1.9270133490696104,0.010841399941971272
38,"(0.0, 0.25]",58.0,0.3764705882352941,0.9882352941176471,0.0,0.3401148651550142,1.90670466895247,0.0167680896185639
39,"(0.0, 0.25]",59.0,0.4310344827586207,0.9568965517241383,0.017241379310344827,0.3135750336768885,1.8829952595743142,0.025455431129541933
40,"(0.0, 0.25]",60.0,0.37,0.8999999999999999,0.01,0.2889955778220074,1.855900084190448,0.03622093430164541
41,"(0.0, 0.25]",61.0,0.2982456140350877,0.8859649122807016,0.008771929824561403,0.2653810725171881,1.8252749733813163,0.04872068992748965
42,"(0.0, 0.25]",62.0,0.16822429906542055,0.7943925233644857,0.009345794392523364,0.24261284786056667,1.791065664758163,0.06291769865813548
43,"(0.0, 0.25]",63.0,0.19130434782608696,0.7739130434782608,0.052173913043478265,0.22066774604381648,1.7534866588313944,0.07860290435477671
44,"(0.0, 0.25]",64.0,0.09174311926605504,0.7155963302752293,0.06422018348623854,0.1995367453223527,1.7137348684761633,0.09630362749179561
45,"(0.0, 0.25]",65.0,0.07407407407407407,0.7129629629629629,0.07407407407407418,0.17937445641093996,0.6735598452676015,1.1167580471689935
46,"(0.0, 0.25]",66.0,0.14545454545454545,0.5636363636363636,0.1272727272727272,0.1602348626194505,0.6341946666467136,1.1366533388734934
47,"(0.0, 0.25]",67.0,0.16129032258064516,0.6129032258064516,0.15053763440860224,0.14230746845901737,0.597156200106905,1.1545615041297321
48,"(0.0, 0.25]",68.0,0.1388888888888889,0.5694444444444444,0.22222222222222232,0.12626019267639424,0.5639188557612859,1.1713354781753895
49,"(0.0, 0.25]",69.0,0.029411764705882356,0.4411764705882353,0.3088235294117647,0.11261388926832651,0.535083870187019,1.1884124501657902
50,"(0.0, 0.25]",70.0,0.08450704225352113,0.3380281690140845,0.3098591549295775,0.10405167696795269,0.5192207500972121,1.206716845416037
51,"(0.0, 0.25]",71.0,0.016666666666666666,0.26666666666666666,0.3166666666666669,0.09523284186306795,0.5031995059691886,1.2250886306016011
52,"(0.0, 0.25]",72.0,0.17543859649122806,0.42105263157894735,0.4210526315789471,0.08644722059688427,0.4863589049008063,1.2434939788224986
53,"(0.0, 0.25]",73.0,0.1016949152542373,0.288135593220339,0.3389830508474576,0.07783786988465,0.46912280017991087,1.2619236807707748
54,"(0.0, 0.25]",74.0,0.05084745762711865,0.3728813559322034,0.3220338983050848,0.06942536522494848,0.4518466235822897,1.2803696634584356
55,"(0.0, 0.25]",75.0,0.1016949152542373,0.3728813559322034,0.30508474576271194,0.061190306225632395,0.43479574653772524,1.2988236821479646
56,"(0.0, 0.25]",76.0,0.022727272727272728,0.20454545454545456,0.2727272727272727,0.05310742295652012,0.4181889981413914,1.3172762326457006
57,"(0.0, 0.25]",77.0,0.075,0.475,0.32499999999999996,0.04514129696865384,0.40221879147891476,1.335713775713251
58,"(0.0, 0.25]",78.0,0.07407407407407407,0.4444444444444444,0.2962962962962965,0.037263428059311036,0.3870459600677023,1.3541285358443327
59,"(0.0, 0.25]",79.0,0.0,0.5,0.375,0.029437079174281643,0.37275865963766297,1.37252399250137
60,"(0.0, 0.25]",80.0,0.0,0.4736842105263158,0.26315789473684204,0.021618020734344684,0.35937733487459145,1.3909054758003463
61,"(0.25, 0.5]",20.0,0.33195020746887965,0.5020746887966805,0.0,0.32278831820337833,1.5227322886793186,-0.00021460024524109605
62,"(0.25, 0.5]",21.0,0.4622950819672131,0.5377049180327869,0.0,0.38891022996214647,1.5429636132130788,-0.00017257837792186123
63,"(0.25, 0.5]",22.0,0.5,0.5628272251308899,0.0,0.4551736378780899,1.563024498434189,-0.00012821198466065763
64,"(0.25, 0.5]",23.0,0.5031446540880503,0.5681341719077568,0.0,0.5214748001959959,1.5829024119381683,-8.138522216791097e-05
65,"(0.25, 0.5]",24.0,0.5557851239669421,0.5929752066115703,0.0,0.5876557539787405,1.60258599843678,-3.2071703219579185e-05
66,"(0.25, 0.5]",25.0,0.5269230769230769,0.6076923076923078,0.0,0.6535303645289362,1.6220709502302797,1.966714755268048e-05
67,"(0.25, 0.5]",26.0,0.6716738197424893,0.6974248927038629,0.0,0.7188996392516233,1.641362488510882,7.36779761711231e-05
68,"(0.25, 0.5]",27.0,0.7038539553752535,0.6612576064908722,0.0,0.783579623661817,1.6604757217219697,0.00012969894783247275
69,"(0.25, 0.5]",28.0,0.8159645232815964,0.6762749445676275,0.0,0.8474213552870878,1.6794201135083395,0.00018731893426587778
70,"(0.25, 0.5]",29.0,0.9344660194174758,0.7063106796116505,0.0,0.9103727614953228,1.6982136507693917,0.0002459110912351552
71,"(0.25, 0.5]",30.0,1.0559796437659033,0.7786259541984732,0.0,0.9725272286034387,1.716889881835046,0.0003047311726349163
72,"(0.25, 0.5]",31.0,1.169811320754717,0.738544474393531,0.0,1.0339243458882075,1.7353634369407032,0.0003648204506112731
73,"(0.25, 0.5]",32.0,1.299093655589124,0.7703927492447131,0.0,1.069572031876347,1.7518516547661669,0.0004229940173926074
74,"(0.25, 0.5]",33.0,1.2551928783382789,0.8011869436201782,0.0,1.0967443241592985,1.7685233435118757,0.0004698811939764479
75,"(0.25, 0.5]",34.0,1.273648648648649,0.8175675675675675,0.0,1.1186649378483289,1.785484608621589,0.0005178438780555246
76,"(0.25, 0.5]",35.0,1.5671641791044777,0.7873134328358209,0.00373134328358209,1.1367793352214568,1.8024863685452264,0.0005751064562838286
77,"(0.25, 0.5]",36.0,1.4395604395604396,0.7362637362637363,0.0,1.1514683283895226,1.8191396913761149,0.0006518109914964823
78,"(0.25, 0.5]",37.0,1.5227272727272727,0.8257575757575759,0.0,1.1631486489468823,1.8352076016086722,0.0007468312307276259
79,"(0.25, 0.5]",38.0,1.3914893617021276,0.7617021276595746,0.00425531914893617,1.1715342439083531,1.850531438204855,0.0008612734986029725
80,"(0.25, 0.5]",39.0,1.2763157894736843,0.87280701754386,0.0,1.1749909021268934,1.8649210249553492,0.0009836221536208977
81,"(0.25, 0.5]",40.0,1.406926406926407,0.8484848484848484,0.0,1.1707045653162358,1.8785844242069762,0.0010936033544983528
82,"(0.25, 0.5]",41.0,1.2345679012345678,0.9135802469135803,0.0,1.155037483343618,1.8919499993111752,0.0011736159576404847
83,"(0.25, 0.5]",42.0,1.2203389830508475,0.9703389830508475,0.0,1.1262898040999805,1.905477182119828,0.0012186810957794025
84,"(0.25, 0.5]",43.0,1.15962441314554,0.976525821596244,0.0,1.086401700997293,1.9193565813478037,0.001242996899415699
85,"(0.25, 0.5]",44.0,1.0228310502283104,1.0045662100456623,0.0045662100456621,1.0387843329816038,1.9333275986008152,0.001261924122775998
86,"(0.25, 0.5]",45.0,0.9107981220657276,0.9436619718309858,0.0,0.9862925492268557,1.9461336989941276,0.0013000522155898432
87,"(0.25, 0.5]",46.0,0.9455445544554456,0.935643564356436,0.0049504950495049506,0.93190731556277,1.956026163569566,0.0013701324849522763
88,"(0.25, 0.5]",47.0,0.8461538461538461,0.9864253393665161,0.0,0.8770771200365053,1.9620211021540388,0.0014741543310810522
89,"(0.25, 0.5]",48.0,0.6467391304347826,0.9782608695652173,0.005434782608695652,0.8216867102557861,1.9642345514642794,0.0016020483283819922
90,"(0.25, 0.5]",49.0,0.7373271889400922,0.953917050691244,0.0,0.765609423849854,1.9632306581328511,0.0017456594284075916
91,"(0.25, 0.5]",50.0,0.6410256410256411,1.0,0.0,0.7092269830408421,1.9596773222837998,0.0018866023548498884
92,"(0.25, 0.5]",51.0,0.7268041237113402,1.0051546391752577,0.0,0.6531897144523399,1.954039791299767,0.00200740325606328
93,"(0.25, 0.5]",52.0,0.7189189189189189,1.054054054054054,0.0,0.5983680726283858,1.9466668131365792,0.0021181522345813794
94,"(0.25, 0.5]",53.0,0.6910994764397905,1.073298429319372,0.005235602094240838,0.545458869607438,1.938071485528544,0.0022619489269169618
95,"(0.25, 0.5]",54.0,0.4823529411764706,1.0294117647058822,0.0,0.49483079787654316,1.9283664275906436,0.0025156628685478
96,"(0.25, 0.5]",55.0,0.4044943820224719,0.853932584269663,0.005617977528089888,0.44631499936871716,1.9172705577198519,0.00585383170613241
97,"(0.25, 0.5]",56.0,0.32804232804232797,0.8624338624338623,0.005291005291005291,0.3995430348866036,1.903868826571966,0.02567567367163506
98,"(0.25, 0.5]",57.0,0.3663366336633663,0.9306930693069304,0.0049504950495049506,0.3545781479912883,1.88727235715547,0.05520957271253893
99,"(0.25, 0.5]",58.0,0.2437810945273632,0.9054726368159205,0.0,0.31186176162069784,1.8671189788687044,0.07791031645927199
100,"(0.25, 0.5]",59.0,0.1691542288557214,0.8507462686567164,0.0,0.2715493147824041,1.8431695262461667,0.09553422673880216
101,"(0.25, 0.5]",60.0,0.18932038834951456,0.854368932038835,0.009708737864077669,0.23395081511248866,1.8152649216507943,0.11138375481087859
102,"(0.25, 0.5]",61.0,0.11842105263157895,0.8201754385964912,0.017543859649122806,0.19985915348538694,1.7840311011183339,0.12697026108590181
103,"(0.25, 0.5]",62.0,0.1111111111111111,0.7777777777777777,0.026455026455026454,0.16995862091221525,1.7507756115854114,0.14291781341596696
104,"(0.25, 0.5]",63.0,0.09375,0.8229166666666667,0.05729166666666665,0.1445950571704246,1.7163680559159635,0.15948535357197063
105,"(0.25, 0.5]",64.0,0.10285714285714287,0.7257142857142858,0.08571428571428573,0.12335816931157194,1.681072201256929,0.17679173420329397
106,"(0.25, 0.5]",65.0,0.07051282051282051,0.7435897435897436,0.14743589743589736,0.10560104212905211,0.644692786354273,1.1951074459934998
107,"(0.25, 0.5]",66.0,0.03968253968253968,0.5793650793650794,0.2142857142857142,0.09089051385438789,0.6069417787184308,1.214930892640365
108,"(0.25, 0.5]",67.0,0.06315789473684211,0.5578947368421052,0.23157894736842088,0.078880683368464,0.5677962146393328,1.2293222924620313
109,"(0.25, 0.5]",68.0,0.15,0.4375,0.36250000000000004,0.06943750931793334,0.5274557575974443,1.2423564336362303
110,"(0.25, 0.5]",69.0,0.03658536585365853,0.4024390243902439,0.3658536585365857,0.06216520800619994,0.4860963026735914,1.2553696713930984
111,"(0.25, 0.5]",70.0,0.028985507246376805,0.4492753623188406,0.3478260869565215,0.05746326198663523,0.44448756041476095,1.2683614414586737
112,"(0.25, 0.5]",71.0,0.016129032258064516,0.4354838709677419,0.37096774193548376,0.05271014861372629,0.4030965546226309,1.2813578829925212
113,"(0.25, 0.5]",72.0,0.05,0.4666666666666667,0.4333333333333331,0.04792031135728376,0.3619433289214171,1.2943532838459113
114,"(0.25, 0.5]",73.0,0.08163265306122447,0.30612244897959184,0.4285714285714286,0.043156116304559046,0.32098915362396924,1.3073457104901323
115,"(0.25, 0.5]",74.0,0.030303030303030307,0.18181818181818185,0.39393939393939403,0.03844852844309522,0.28017204543124535,1.3203343932382694
116,"(0.25, 0.5]",75.0,0.0,0.2413793103448276,0.4482758620689655,0.03380123719863416,0.2394565909115756,1.3333190430830035
117,"(0.25, 0.5]",76.0,0.038461538461538464,0.19230769230769232,0.3461538461538465,0.02921708087363881,0.19884224143743484,1.3462996294037686
118,"(0.25, 0.5]",77.0,0.0,0.20833333333333331,0.5,0.02470610162405472,0.15833438754502127,1.3592764011972753
119,"(0.25, 0.5]",78.0,0.1111111111111111,0.3888888888888889,0.16666666666666674,0.020275724985441567,0.11793423068330397,1.3722500673408033
120,"(0.25, 0.5]",79.0,0.0,0.0,0.33333333333333326,0.015930782990503767,0.07761635020636459,1.3852212735910006
121,"(0.25, 0.5]",80.0,0.0,0.2,0.19999999999999996,0.011649570241137767,0.03736078841581114,1.3981905067814142
122,"(0.5, 0.7]",20.0,0.3259911894273128,0.4449339207048455,0.0,0.3050513352801467,1.4369931293057225,6.686530495449847e-05
123,"(0.5, 0.7]",21.0,0.4380403458213257,0.4610951008645534,0.0,0.38016716186537775,1.4630329039107008,7.382249333746539e-05
124,"(0.5, 0.7]",22.0,0.4822222222222222,0.5,0.0,0.45547500970836674,1.4889569489868926,7.962733725424286e-05
125,"(0.5, 0.7]",23.0,0.5361781076066789,0.4545454545454546,0.0,0.5309023379262581,1.5147348052393896,8.421933826850427e-05
126,"(0.5, 0.7]",24.0,0.5703592814371258,0.4970059880239519,0.0,0.6063381194385387,1.5403337199300204,8.760132986402358e-05
127,"(0.5, 0.7]",25.0,0.6255380200860832,0.5609756097560976,0.0,0.6816459564000239,1.5657411369036112,8.985855943257324e-05
128,"(0.5, 0.7]",26.0,0.6797752808988764,0.5983146067415732,0.0,0.7566829359067955,1.5909710713920742,9.118446501696906e-05
129,"(0.5, 0.7]",27.0,0.770893371757925,0.6469740634005765,0.0,0.8313188722324539,1.616059638452221,9.192550638397842e-05
130,"(0.5, 0.7]",28.0,0.8455657492354741,0.665137614678899,0.001529051987767584,0.9054684082470352,1.6410678591274905,9.267546155844377e-05
131,"(0.5, 0.7]",29.0,0.9954614220877458,0.6868381240544632,0.0,0.9791468886908916,1.6660902261776154,9.428304174330897e-05
132,"(0.5, 0.7]",30.0,1.1359375,0.721875,0.0,1.0525570816319534,1.6912801024622541,9.719417901981623e-05
133,"(0.5, 0.7]",31.0,1.1868686868686869,0.7373737373737377,0.0,1.1259694054940148,1.7167965851487237,0.00010069914593406714
134,"(0.5, 0.7]",32.0,1.2959866220735785,0.7357859531772577,0.0,1.1767987736341199,1.7406342964698727,9.433479182522031e-05
135,"(0.5, 0.7]",33.0,1.3580470162748643,0.7830018083182642,0.0,1.210490819960824,1.7641550638003076,8.437708752622209e-05
136,"(0.5, 0.7]",34.0,1.346086956521739,0.7826086956521738,0.0,1.2315092797620424,1.7872801921952468,7.313505274253993e-05
137,"(0.5, 0.7]",35.0,1.465483234714004,0.8047337278106508,0.0,1.245748506982471,1.8099540033525319,6.880199152792486e-05
138,"(0.5, 0.7]",36.0,1.50499001996008,0.8143712574850299,0.0,1.256120011325138,1.83232210240753,7.663516104173945e-05
139,"(0.5, 0.7]",37.0,1.5979166666666669,0.8416666666666663,0.0,1.2629806815704878,1.8546048895913176,0.00010568007593902265
140,"(0.5, 0.7]",38.0,1.5107758620689655,0.859913793103448,0.0,1.265522585302414,1.8768531842998493,0.00016250839252871495
141,"(0.5, 0.7]",39.0,1.5057736720554271,0.8799076212471131,0.0,1.26316238768856,1.8990490146252288,0.00024478035268399084
142,"(0.5, 0.7]",40.0,1.419431279620853,0.9265402843601891,0.0,1.2555804121221141,1.921079087566821,0.00035102856009501017
143,"(0.5, 0.7]",41.0,1.435323383084577,0.9328358208955223,0.0,1.2419364175827323,1.9427995119553234,0.0004762124263170745
144,"(0.5, 0.7]",42.0,1.3145780051150897,0.9795396419437339,0.0,1.2202168712729748,1.9640929796727566,0.0006097394213124147
145,"(0.5, 0.7]",43.0,1.2204301075268815,1.0376344086021505,0.0,1.1863935861344286,1.984423991046465,0.0007445602366910277
146,"(0.5, 0.7]",44.0,1.1458885941644563,1.013262599469496,0.0,1.1376440853544472,2.0028387917948445,0.0008883861031289091
147,"(0.5, 0.7]",45.0,1.0532212885154062,1.0364145658263304,0.0028011204481792717,1.0747830842988009,2.018638333727818,0.001047820267751456
148,"(0.5, 0.7]",46.0,1.0112994350282485,1.064971751412429,0.0,1.0028359321984186,2.031669382630293,0.0012266535245566035
149,"(0.5, 0.7]",47.0,0.9694444444444444,1.15,0.0027777777777777783,0.927759008413343,2.0418920986207985,0.0014253487532637599
150,"(0.5, 0.7]",48.0,0.8467741935483871,1.0618279569892475,0.0026881720430107533,0.8525704143067362,2.0491359592182086,0.0016426547539353403
151,"(0.5, 0.7]",49.0,0.7921348314606742,1.1123595505617976,0.0,0.7786118148124872,2.0534654284994924,0.001872979514128929
152,"(0.5, 0.7]",50.0,0.7911764705882353,1.1147058823529412,0.0029411764705882357,0.7068679142186777,2.054792152451453,0.0021063333156532017
153,"(0.5, 0.7]",51.0,0.5700934579439252,1.1059190031152646,0.003115264797507788,0.6381304072641192,2.053169951184622,0.0023325667059225343
154,"(0.5, 0.7]",52.0,0.5391566265060241,1.1506024096385543,0.0,0.572828238892004,2.0484000050748277,0.002542749350172759
155,"(0.5, 0.7]",53.0,0.4263322884012539,1.0877742946708464,0.0,0.5113361777305917,2.04041441089712,0.002736753791883742
156,"(0.5, 0.7]",54.0,0.3493975903614458,1.02710843373494,0.006024096385542169,0.4538798173645632,2.0291782189132466,0.0029440248326942065
157,"(0.5, 0.7]",55.0,0.26936026936026936,1.0370370370370368,0.0,0.40050771574916233,2.014118159624513,0.003238106803875755
158,"(0.5, 0.7]",56.0,0.32673267326732675,1.046204620462046,0.0033003300330033004,0.35128632443417335,1.9946673144802014,0.01286566022785108
159,"(0.5, 0.7]",57.0,0.18571428571428567,1.0142857142857142,0.010714285714285714,0.30658254653181255,1.9707910110447207,0.054444447781459474
160,"(0.5, 0.7]",58.0,0.2043010752688172,0.924731182795699,0.010752688172043013,0.2668164399813569,1.9429454424083783,0.0925308308134623
161,"(0.5, 0.7]",59.0,0.12307692307692307,0.9807692307692308,0.01153846153846154,0.2321381584880294,1.9118023934776658,0.11709612074509233
162,"(0.5, 0.7]",60.0,0.16015625,0.890625,0.01953125,0.20278940777899632,1.877543116806058,0.13622791182121047
163,"(0.5, 0.7]",61.0,0.1322314049586777,0.921487603305785,0.012396694214876032,0.17884225672895232,1.8405019558200602,0.1538748727733441
164,"(0.5, 0.7]",62.0,0.10679611650485436,0.8300970873786409,0.033980582524271837,0.15959431457596973,1.8010530303327832,0.17157635517586853
165,"(0.5, 0.7]",63.0,0.143646408839779,0.8176795580110496,0.044198895027624314,0.14395922203510214,1.7594182870845636,0.1899792667492422
166,"(0.5, 0.7]",64.0,0.15286624203821655,0.8025477707006372,0.044585987261146494,0.13096514244526922,1.7162381299798897,0.20905108868473218
167,"(0.5, 0.7]",65.0,0.1076923076923077,0.6615384615384615,0.1384615384615384,0.11969403847842126,0.6728289597195473,1.2278641432985393
168,"(0.5, 0.7]",66.0,0.08256880733944955,0.6513761467889908,0.1834862385321101,0.10948944475089867,0.6307332411535505,1.236585365853671
169,"(0.5, 0.7]",67.0,0.13414634146341464,0.5365853658536586,0.2682926829268293,0.10000472397156535,0.5902927593948177,1.2682926829268286
170,"(0.5, 0.7]",68.0,0.125,0.5125,0.30000000000000004,0.09102205807523499,0.5503956509125458,1.3
171,"(0.5, 0.7]",69.0,0.017543859649122806,0.3859649122807017,0.38596491228070184,0.08219173256040217,0.5103938297766262,1.3068867684077097
172,"(0.5, 0.7]",70.0,0.14583333333333334,0.3541666666666667,0.35416666666666674,0.07291906938723546,0.4737083407750616,1.323249699741116
173,"(0.5, 0.7]",71.0,0.13636363636363635,0.3636363636363637,0.4318181818181821,0.06396874799366817,0.43657177408746095,1.3408742885160145
174,"(0.5, 0.7]",72.0,0.0,0.2727272727272727,0.4772727272727273,0.05507680461036721,0.3994010518200432,1.3585591394658885
175,"(0.5, 0.7]",73.0,0.025,0.275,0.6000000000000001,0.04611891828673747,0.3624081304161708,1.3762543677375785
176,"(0.5, 0.7]",74.0,0.0,0.3181818181818182,0.40909090909090917,0.03706287974632808,0.3257199436027238,1.3939508424301705
177,"(0.5, 0.7]",75.0,0.047619047619047616,0.2857142857142857,0.5714285714285714,0.027915087332850242,0.28943772016075503,1.411645934445091
178,"(0.5, 0.7]",76.0,0.0,0.2777777777777778,0.5,0.018698960978894803,0.2536402129972909,1.4293387447736334
