,index,income_bin,age_head,nu18,n1864,n65,nu18smooth,nu1864smooth,nu65smooth
58,78,"[0, 25)",78,0.013973053531753123,0.020966876931327733,1.339410213098187,0.007898093882586237,0.02342210148595132,1.392519146567107
59,79,"[0, 25)",79,0.006183611228957712,0.037501901110248384,1.3064949930759564,0.005396664809912184,0.014806094312183767,1.406612276925428
60,80,"[0, 25)",80,0.01159403761069957,0.029845436969130838,1.299089783416245,0.002909526554794005,0.006397284488040631,1.4206881349609295
61,102,"[25, 50)",20,0.05877947881088475,1.001404250359035,0.0,0.013292209107068452,0.9767623752595205,0.0002961619426266952
62,103,"[25, 50)",21,0.07963938763119091,1.0078519385896436,0.001854020296643248,0.08204302928067235,0.9962648210141664,0.0003047986146555584
63,104,"[25, 50)",22,0.13499952361028836,1.01502905977241,0.0,0.15075479798918537,1.0158140872055534,0.00031541759296646165
64,105,"[25, 50)",23,0.21921704210050466,1.030646233736674,0.0,0.21933693745578445,1.0353854487890592,0.00032760755234036983
65,106,"[25, 50)",24,0.2343673648204627,1.0303753770199,0.0005223515931723592,0.28768850971884563,1.0549497135632304,0.000340861673452496
66,107,"[25, 50)",25,0.3534026292594685,1.0658677633270837,0.0,0.35569317597214456,1.0744779318835156,0.00035472212223067493
67,108,"[25, 50)",26,0.3939693995215448,1.0709697035757926,0.0,0.42322536731772364,1.093948521796914,0.0003686402651558553
68,109,"[25, 50)",27,0.5205446380575892,1.1012473063036063,0.0,0.4901338333542387,1.1133490136780846,0.00038212095895812136
69,110,"[25, 50)",28,0.529020735568444,1.1283440711813204,0.0,0.5562121196080609,1.1326859132210418,0.00039483968322113745
70,111,"[25, 50)",29,0.6434003583515827,1.1738326279758273,0.0,0.6210323065361847,1.1519985242205053,0.00040682465206589116
71,112,"[25, 50)",30,0.7570769692890902,1.184605128244126,0.0005563983913876119,0.6833642364394465,1.1713897838208844,0.00041913552014433104
72,113,"[25, 50)",31,0.8222113316452939,1.1995670995670995,0.0014852024285986552,0.7387815113132131,1.1911040220655527,0.0004372813063696853
73,114,"[25, 50)",32,0.8752103068352176,1.2048260917952511,0.0012739520664078608,0.7345012504591911,1.209806659040472,0.0005101283774130963
74,115,"[25, 50)",33,0.982036707357253,1.2658113245159628,0.00010244171205019091,0.7227139244614582,1.2278192917234239,0.0006121311840017919
75,116,"[25, 50)",34,1.0039805028551805,1.2512868368936876,0.0,0.7201521708079398,1.2448984277324182,0.0007297497795446478
76,117,"[25, 50)",35,0.9356266226103376,1.2835943558447689,0.0008443193184755611,0.7247860496126277,1.2610038244641864,0.0008571966212486251
77,118,"[25, 50)",36,0.9984176870536616,1.2659748261322794,0.0,0.7328408458480243,1.2761617610456946,0.000985612590795024
78,119,"[25, 50)",37,1.0790169658390123,1.3405153041101419,0.0,0.7431847328268602,1.2902013425811503,0.0011125387332528137
79,120,"[25, 50)",38,1.058510809926295,1.3320047876810936,0.0010755381147660628,0.7583114701133584,1.3028080196512382,0.0012550812145677602
80,121,"[25, 50)",39,1.003090398517116,1.3275537014221541,0.0016617432765201065,0.7844048218298276,1.313746370215679,0.0014358733607382009
81,122,"[25, 50)",40,0.9184800884620627,1.3344774830725419,0.0002681127588348456,0.8205104775570802,1.3229817847279075,0.0016743078900389417
82,123,"[25, 50)",41,0.909591520205518,1.3403956968854636,0.0037155655546310547,0.8386398682783083,1.3306477739808424,0.001983549653676063
83,124,"[25, 50)",42,0.8613052241331117,1.3638076883468435,0.003486678534123843,0.812946991566386,1.3368408199271915,0.0023552035875977406
84,125,"[25, 50)",43,0.7407561927337244,1.3521806478063598,0.0013411153633498725,0.7598288740594482,1.3417402945043662,0.002774356546440334
85,126,"[25, 50)",44,0.6696989620182462,1.3502024762614038,0.0006821937255632099,0.7023922356059583,1.3454789366568944,0.0032229010398701413
86,127,"[25, 50)",45,0.6444685858079849,1.3808410126169368,0.003910027144471498,0.6460502093566137,1.3481617189143695,0.003686086369931537
87,128,"[25, 50)",46,0.5879810282858547,1.406883759762676,0.0,0.5914036284016039,1.3497465508176671,0.004159639762409351
88,129,"[25, 50)",47,0.5341604811182749,1.374722327572195,0.0023613443860504594,0.5389425546087204,1.3504093072233516,0.00464453081818856
89,130,"[25, 50)",48,0.4829016958207694,1.3319067204211315,0.007168875061519053,0.48908516128093754,1.350366839466124,0.00514856306627476
90,131,"[25, 50)",49,0.41187214998898136,1.3441753826854943,0.00663801822876936,0.44213389050227536,1.349758725971085,0.005688750049049413
91,132,"[25, 50)",50,0.37092036940050055,1.345864246105583,0.006732163582626911,0.39811832120412477,1.3483647348319174,0.0062803028486607786
92,133,"[25, 50)",51,0.30237189810185744,1.3571007029001925,0.011000028490453662,0.35684305679829154,1.3460122307506053,0.006926860681960959
93,134,"[25, 50)",52,0.2483023587073265,1.329900991700121,0.0037018619813249352,0.3181995128135273,1.342659091848887,0.007607253001985791
94,135,"[25, 50)",53,0.2344688383653344,1.373439032868046,0.007659055924394502,0.2820525969714094,1.3381784909235759,0.008243575751110802
95,136,"[25, 50)",54,0.2217940613846464,1.34104804939921,0.008621950849221443,0.24824731586387877,1.3323447864448696,0.008736082236960565
96,137,"[25, 50)",55,0.13478797552246718,1.3408767065788894,0.016253921265408915,0.2167043479624365,1.324967719362975,0.00902428990907799
97,138,"[25, 50)",56,0.15040576830515814,1.3149132086197441,0.01918567469622682,0.18751772333204542,1.3161333894643383,0.009082472968424802
98,139,"[25, 50)",57,0.115773569331707,1.3777467460237818,0.03138855634972347,0.16098706992714973,1.306105218004852,0.008935921148046897
99,140,"[25, 50)",58,0.10266958123203496,1.34658083615897,0.02792790466846819,0.13739880020510908,1.2949894833564124,0.008844112873495128
100,141,"[25, 50)",59,0.09643012234018658,1.3360881088932481,0.03853641005675267,0.11700468531932054,1.2826468559748183,0.009174841725544013
101,142,"[25, 50)",60,0.0809027735109429,1.286570529756565,0.0481862196935252,0.09984176585846906,1.2689890392143135,0.08510981198869799
102,143,"[25, 50)",61,0.05686253406813945,1.2909142131802944,0.07728600776801063,0.08560699486234273,1.2541574298994904,0.148267709653043
103,144,"[25, 50)",62,0.0721671214890714,1.2772265916638776,0.10163188991581494,0.07381797741012366,1.238421547035038,0.17014998594622976
104,145,"[25, 50)",63,0.048723769063634535,1.2444761448593264,0.13401986713592534,0.06392480635782474,1.2220220273395985,0.1881573349469787
105,146,"[25, 50)",64,0.05137713473606746,1.2133959646357066,0.1525549317930939,0.055629773342040986,1.2051294785552134,0.20608959116870823
106,147,"[25, 50)",65,0.0320864685886432,0.18161524734874446,1.2284456144874238,0.04877460284037294,0.18789684884759972,0.2246382411912963
107,148,"[25, 50)",66,0.027993067924709958,0.14228290844571595,1.252960573821788,0.04309131776500641,0.1704448482715385,1.252960573821788
108,149,"[25, 50)",67,0.034512080361900656,0.11134227503089536,1.27254415104893,0.038251941836132695,0.15321736363631622,1.3334990801649282
109,150,"[25, 50)",68,0.01833675786741646,0.09352222342381313,1.2934573375148697,0.034117329766197795,0.13666802707363213,1.3357406372863498
110,151,"[25, 50)",69,0.03192861183283319,0.0901148576742759,1.339592341543388,0.030552098212803126,0.1210059292638298,1.3379821944077726
111,152,"[25, 50)",70,0.031264877462997304,0.0797372802872579,1.3740416249209497,0.028167906341024576,0.10898755215427433,1.3402237515291906
112,153,"[25, 50)",71,0.01803750362148716,0.06224462271596552,1.3424653086506089,0.025801916524773778,0.0972338031917534,1.3424653086506093
113,154,"[25, 50)",72,0.021129087280375408,0.0775243564707494,1.4163042631546432,0.023462204515157983,0.08567356481533969,1.3447068657720271
114,155,"[25, 50)",73,0.009198579217874505,0.05314605895202832,1.3842949107955105,0.02116471780959671,0.07433925693097691,1.3469484228934463
115,156,"[25, 50)",74,0.02454514407817851,0.05584537248525067,1.3772413814711422,0.018917343124437696,0.06324940085236502,1.3491899800148657
116,157,"[25, 50)",75,0.013568739622889646,0.04416498167052983,1.3839654123719813,0.016724706662206636,0.05241489720491628,1.3514315371362842
117,158,"[25, 50)",76,0.034093910919451506,0.04878743280192392,1.3987560422520233,0.01458659476485739,0.04184212495153643,1.3536730942577035
118,159,"[25, 50)",77,0.014818777398759198,0.04011421504943066,1.3369621853701914,0.012500029880596671,0.03153445843195604,1.3559146513791216
119,160,"[25, 50)",78,0.0007147885024273782,0.03043112268963665,1.3581562085005405,0.010455676620159338,0.021488983513432612,1.3581562085005399
120,161,"[25, 50)",79,0.009996135411977036,0.021697470487695072,1.327972047474671,0.008444024312132392,0.011696605659791186,1.3603977656219584
121,162,"[25, 50)",80,0.00947924796155427,0.034241180315757645,1.2868798878786947,0.006460086435519659,0.0021432449708694836,1.3626393227433788
122,184,"[50, 70)",20,0.06987583404025391,1.0003492210583047,0.0,0.01579342297348714,0.9675898731565205,-8.874240602229064e-05
123,185,"[50, 70)",21,0.11440043877765213,1.0151919990791087,0.0,0.07803009643916833,1.0007223708419062,4.630840609886784e-06
124,186,"[50, 70)",22,0.14376336394293393,1.0359088257322437,0.0,0.1405803247467668,1.0339168762945339,9.792987515017947e-05
125,187,"[50, 70)",23,0.18270895494898148,1.049771350688579,0.0,0.2034104785601428,1.0671377763317689,0.00019119540505686429
126,188,"[50, 70)",24,0.2598250946866225,1.0914876166880154,0.0,0.2664833809499042,1.1003423119752838,0.00028456140108743536
127,189,"[50, 70)",25,0.2444207223248044,1.1052410313901344,0.0,0.32978043619363395,1.1334887859219414,0.00037832320830629893
128,190,"[50, 70)",26,0.374659812952716,1.1378508929865159,0.0015580100510298506,0.3933191945068309,1.166538600971286,0.0004730259367040608
129,191,"[50, 70)",27,0.4135753209486319,1.1893726957010196,0.000951068986680576,0.4572020849714036,1.1994663595104325,0.0005694603548585976
130,192,"[50, 70)",28,0.4865385745706976,1.2433589991864058,0.000954349016417278,0.521706222001656,1.2322711578629018,0.0006681979154763456
131,193,"[50, 70)",29,0.5685142608687281,1.2353552742832665,0.0011214881297139806,0.5875147908306171,1.264989254769509,0.00076952097739687
132,194,"[50, 70)",30,0.6435473198653838,1.3195662015886735,0.0,0.6562798436873631,1.2977368992326535,0.0008731860503825951
133,195,"[50, 70)",31,0.7719944835862826,1.3503911437353076,0.0007995049547146074,0.7315424535260103,1.3308729360235791,0.0009777133768812997
134,196,"[50, 70)",32,0.8302348176548331,1.388965402180029,0.0,0.7997411528005522,1.3625237605601115,0.0010913364912600982
135,197,"[50, 70)",33,1.0244596200651679,1.4414409441620337,0.0,0.8073589460319253,1.3929809930688233,0.0012004883426760481
136,198,"[50, 70)",34,1.04274372425448,1.4436890469316621,0.002862373692919762,0.7704520866834303,1.4214927459780236,0.0013095117297377238
137,199,"[50, 70)",35,1.2041206852359667,1.4756097989164592,0.0028633425442492638,0.755246521760183,1.4475107583147595,0.0014241899394012714
138,200,"[50, 70)",36,1.1362201997642052,1.4701676634124894,0.0,0.7587307506651757,1.470835354239504,0.0015527173935606278
139,201,"[50, 70)",37,1.2273618451380162,1.5210950246843447,0.0013198138488640994,0.7683966598475256,1.491590182202792,0.0016968887178035908
140,202,"[50, 70)",38,1.1989926596609626,1.554724269687797,0.0014161548532886474,0.779364977726337,1.5100391483982163,0.001862722854482418
141,203,"[50, 70)",39,1.207903340609752,1.561997267873323,0.0040862939633482635,0.7919097650497204,1.526098145980936,0.0020586224725937154
142,204,"[50, 70)",40,1.114787502793275,1.572818310248573,0.00011930598007022007,0.809033629808685,1.5395327061188397,0.002289180484882907
143,205,"[50, 70)",41,1.0774018163181869,1.6033319188760295,0.004745213612117055,0.8405815764960785,1.5503021028633746,0.0025589281907631204
144,206,"[50, 70)",42,1.0998660659483208,1.6144128430113358,0.0004891982462151262,0.8923009909338915,1.558505228074729,0.0028659166554337893
145,207,"[50, 70)",43,0.9055578944338296,1.566247827541911,0.0018765000305853317,0.9067326014309776,1.564256236762649,0.0032146705112343255
146,208,"[50, 70)",44,0.8329864837823578,1.5556675337905441,0.004156737188699496,0.8560778972277644,1.5678571071873102,0.0036045847346384764
147,209,"[50, 70)",45,0.8153301036953998,1.5718588374031381,0.0020728160817042587,0.7925563226180268,1.569502331591304,0.004052480574090437
148,210,"[50, 70)",46,0.7479569519052439,1.5859835078359947,0.0049413685836098035,0.7295561410753516,1.569257243124262,0.004599606316964833
149,211,"[50, 70)",47,0.6796991662080404,1.6057811328976852,0.0020962194794388288,0.6683585028381982,1.5673283013245736,0.005274356608593035
150,212,"[50, 70)",48,0.6150836098004189,1.6447954505553777,0.004736591572595461,0.6094855785434486,1.5640906007844344,0.006147620745614977
151,213,"[50, 70)",49,0.4406861351755503,1.563669297816634,0.0075315270144539655,0.5533024997070594,1.5599510866845665,0.007267326027133371
152,214,"[50, 70)",50,0.3823178528585929,1.5022805468039389,0.005567895701235186,0.499885561654529,1.554956577611925,0.008660222439728759
153,215,"[50, 70)",51,0.4080944407972302,1.5775202674849997,0.009686322607130558,0.44918170332460927,1.549093608386761,0.010463543472454116
154,216,"[50, 70)",52,0.3276861782394567,1.5351651742283354,0.005732581803099304,0.4011012479913075,1.5424405245905555,0.012758594957098475
155,217,"[50, 70)",53,0.21829888128010955,1.5052596782610592,0.011304658620116823,0.3551888745175379,1.5349719420924002,0.015513285451855267
156,218,"[50, 70)",54,0.2476185211162977,1.5743087060026744,0.005956720486764954,0.3108229976195189,1.5262616513279728,0.018678288915771474
157,219,"[50, 70)",55,0.1996294884422128,1.524530866476121,0.010782438304133413,0.26798365015783665,1.5156314764477192,0.022238378119180176
158,220,"[50, 70)",56,0.18509262425327352,1.5047921234185488,0.020814476604246703,0.2275044045866455,1.5025118629818823,0.026203576900134966
159,221,"[50, 70)",57,0.1136539342699084,1.5052233432581277,0.038927839136949784,0.1911413507344009,1.4866493943420744,0.03061816974969809
160,222,"[50, 70)",58,0.1145599896569557,1.5124278141699707,0.028362566798827787,0.1606620650599134,1.468088002812989,0.03557751365486976
161,223,"[50, 70)",59,0.10283708533357808,1.5196097345348225,0.030189569820169963,0.13636540077062892,1.4470137033111492,0.041249910302904494
162,224,"[50, 70)",60,0.07527009812492434,1.429084711764039,0.05792579242553207,0.11669752765476384,1.4234990290401197,0.04788902749764156
163,225,"[50, 70)",61,0.06820112262778058,1.4554958272697573,0.06476196133170978,0.09990125838192274,1.3975126108898803,0.05583582690989675
164,226,"[50, 70)",62,0.09782884636307587,1.4434121927926404,0.07914153197696676,0.0857879360737395,1.36952687752211,0.06548132940587233
165,227,"[50, 70)",63,0.07450719429138722,1.4408914938721717,0.1070668360291153,0.07437299825953607,1.3403885177162234,0.07695392968523154
166,228,"[50, 70)",64,0.0595285691016667,1.3547154724356982,0.1349795126615348,0.06489976510490872,1.3108658840647471,0.09023678304736066
167,229,"[50, 70)",65,0.041453633978916916,0.2852768346965305,1.2387040543893393,0.05684108145543563,0.28160484610411135,0.1052379386876674
168,230,"[50, 70)",66,0.040834555421239205,0.21659620426295756,1.2414688244122705,0.05006697471457902,0.2529174680242761,1.1385575188377837
169,231,"[50, 70)",67,0.03228241688763907,0.16926800728501193,1.3176010417944533,0.04428435115934336,0.22475030024302692,1.17204530953861
170,232,"[50, 70)",68,0.029276775741250094,0.13151695618896164,1.3554484552951072,0.03918703091667181,0.19723173956825552,1.191582639204456
171,233,"[50, 70)",69,0.033086425681597184,0.08888075200787543,1.3874209155191664,0.03454612213005962,0.17080354069635845,1.2092003898722927
172,234,"[50, 70)",70,0.015091250456029829,0.061764976316109485,1.3528439947916202,0.031097129813057872,0.15151789230270876,1.227275389802407
173,235,"[50, 70)",71,0.0185897556185222,0.06618378337805632,1.3666253838984694,0.02773786144795463,0.13267325661449245,1.24534780148358
174,236,"[50, 70)",72,0.02347570697323152,0.07438784929092893,1.2913417806494922,0.024433491371242698,0.11412512782719378,1.2634272248528402
175,237,"[50, 70)",73,0.028696430781326214,0.06630316883721946,1.3885083242944187,0.021196243912159084,0.09597590115058133,1.2815134908879315
176,238,"[50, 70)",74,0.02174704383461913,0.05171381266072498,1.3619497187679808,0.018031624312481013,0.07829500559454172,1.2996054188748256
177,239,"[50, 70)",75,0.004059672691444434,0.054832155224222315,1.4056565590492272,0.014937091158238446,0.06112304910036772,1.3177017685667705
178,240,"[50, 70)",76,0.014416854520052456,0.05036042136300131,1.3609356384300886,0.011908146048893242,0.04448613456190043,1.3358013519758742
179,241,"[50, 70)",77,0.007712383673717535,0.06222017639472119,1.3534495112450549,0.008943080259704065,0.028397398851015256,1.3539026764935118
180,242,"[50, 70)",78,0.007807065714808712,0.02586033315028373,1.3533818414790408,0.006039851606016227,0.012855141005997193,1.372003471919203
181,243,"[50, 70)",79,0.011845402061239432,0.02816894392611817,1.323352577545541,0.0031963892015662828,-0.0021607619972682113,1.3901029038477
182,244,"[50, 70)",80,0.003847415265259039,0.031229431256573518,1.2863960734198117,0.0004094060609266117,-0.016681449401864886,1.4082006254380213
183,266,"[70, 90)",20,0.08335214074180089,1.0165096936135545,0.001343124194951174,-0.048298658158161804,0.9948041743129257,0.0002693680930720138
184,267,"[70, 90)",21,0.1493678767698097,1.0551490294810364,0.0,0.03317359997527914,1.0448350321378295,0.0003175337724429268
185,268,"[70, 90)",22,0.17946952855896958,1.0814974211396673,0.0013431294657760776,0.11548889242811852,1.0947077545314925,0.0003679532279977006
186,269,"[70, 90)",23,0.19761384973125853,1.1258371013317252,0.0,0.19855637401547377,1.144352138622921,0.00041982305896393
187,270,"[70, 90)",24,0.21247286461466766,1.1613892264127843,0.0,0.282221192722159,1.1936944021878813,0.0004718320982955259
188,271,"[70, 90)",25,0.2453240395900272,1.1761157027064912,0.0,0.3663035206623955,1.2426650448527965,0.0005225284559071048
189,272,"[70, 90)",26,0.3488896489876634,1.2772802005127792,0.0,0.45064540828528793,1.2912113894466768,0.0005705030513542446
190,273,"[70, 90)",27,0.4083179682388628,1.336226431927675,0.0,0.5351582160470493,1.3393171010733262,0.0006145012789492901
191,274,"[70, 90)",28,0.501270049748778,1.406770604233912,0.0,0.6198874002225981,1.387016409598549,0.0006536462428265119
192,275,"[70, 90)",29,0.6290550364780763,1.4652118231976812,0.0,0.7051525344972149,1.4344340961337412,0.0006879683238164368
193,276,"[70, 90)",30,0.7795232644052855,1.5705336559347778,0.0,0.7918331630600184,1.4818788371309903,0.0007199927465790314
194,277,"[70, 90)",31,0.9341281517071304,1.646631234321187,0.0031633998044134533,0.8817820342936252,1.5299703472694772,0.0007598031037284169
195,278,"[70, 90)",32,1.1055053081754416,1.68705669694608,0.0008792381900464343,0.9600555170981866,1.5714872866079808,0.0007784918842649045
196,279,"[70, 90)",33,1.135978057288325,1.683696710495596,0.004435928077435911,1.0253658297112056,1.6112685264269664,0.0008044987454677394
197,280,"[70, 90)",34,1.268042981938066,1.7348307079326182,0.001895224914714879,1.0770093362057749,1.6489300834566227,0.0008428862763956434
198,281,"[70, 90)",35,1.3256106628044526,1.7006543851539115,0.0006169465189979101,1.1169674075124316,1.683908192777729,0.0008872498276514748
199,282,"[70, 90)",36,1.4689484057429094,1.7560120591740866,0.0,1.1486786906691804,1.715745038261226,0.0009278743976978397
200,283,"[70, 90)",37,1.4078904042453806,1.7771290078031075,0.0,1.1738998713213056,1.743876710649674,0.0009561103144949062
201,284,"[70, 90)",38,1.4145001332415659,1.7646321286634241,0.0,1.1930905038100992,1.767588047652807,0.0009714256430495287
202,285,"[70, 90)",39,1.5297937970502762,1.810557114944011,0.0006585798875256638,1.2065014646284362,1.7866240685785653,0.000989420457935113
203,286,"[70, 90)",40,1.4658751912952843,1.8258489348943407,0.0010631194041991325,1.213805499849316,1.8014735883626998,0.0010339175845830776
204,287,"[70, 90)",41,1.397055459265377,1.8281356024210842,0.0,1.2133792746912093,1.8130339033436544,0.0011222459620295294
205,288,"[70, 90)",42,1.3168816766000888,1.8085934200717557,0.00017259550590680578,1.2020143312520684,1.8221300523159707,0.0012837283990209886
206,289,"[70, 90)",43,1.3389957220583961,1.8696284204120475,0.0015728523162101301,1.1757917143723324,1.8292863798705532,0.0015477712658747856
